date,Fairfax,Montgomery,Prince George's,Falls Church city,Arlington,Prince William,Loudoun,Alexandria city,Charles,Anne Arundel
2020-12-27,42459,44683,53161.0,168.0,8568.0,24657.0,13600.0,7068.0,5854.0,23421.0
2020-12-28,42786,45093,53458.0,170.0,8631.0,24795.0,13683.0,7107.0,5893.0,23647.0
2020-12-29,43107,45384,53759.0,173.0,8687.0,25057.0,13848.0,7163.0,5923.0,23802.0
2020-12-30,43434,45834,54180.0,174.0,8786.0,25247.0,13996.0,7231.0,5988.0,24058.0
2020-12-31,43977,46243,54614.0,176.0,8872.0,25519.0,14169.0,7298.0,6037.0,24421.0
2021-01-01,44525,46760,55166.0,181.0,8993.0,25877.0,14352.0,7366.0,6117.0,24828.0
2021-01-02,45157,47190,55721.0,182.0,9145.0,26178.0,14481.0,7372.0,6181.0,25156.0
2021-01-03,45746,47618,56055.0,188.0,9250.0,26456.0,14518.0,7487.0,6230.0,25378.0
2021-01-04,46096,48132,56418.0,188.0,9290.0,26664.0,14569.0,7538.0,6289.0,25642.0
2021-01-05,46353,48394,56840.0,188.0,9338.0,26963.0,14786.0,7586.0,6329.0,25794.0
2021-01-06,46776,48907,57320.0,194.0,9420.0,27297.0,14973.0,7676.0,6397.0,26143.0
2021-01-07,47235,49300,57806.0,197.0,9541.0,27574.0,15095.0,7747.0,6472.0,26491.0
2021-01-08,47891,49849,58351.0,201.0,9654.0,27776.0,15219.0,7817.0,6535.0,26929.0
2021-01-09,48456,50471,58981.0,202.0,9847.0,28065.0,15286.0,7985.0,6625.0,27359.0
2021-01-10,49099,51110,59575.0,208.0,9997.0,28271.0,15368.0,8087.0,6696.0,27784.0
2021-01-11,49840,51570,60067.0,208.0,10117.0,28532.0,15443.0,8156.0,6772.0,28216.0
2021-01-12,50278,52058,60544.0,208.0,10202.0,28796.0,15604.0,8248.0,6819.0,28430.0
2021-01-13,50705,52411,61016.0,210.0,10277.0,28987.0,15711.0,8307.0,6891.0,28689.0
2021-01-14,51334,52886,61558.0,211.0,10359.0,29278.0,15876.0,8387.0,6958.0,29030.0
2021-01-15,51756,53327,61985.0,211.0,10426.0,29627.0,16035.0,8448.0,7023.0,29372.0
2021-01-16,52491,53876,62518.0,216.0,10520.0,30023.0,16245.0,8514.0,7122.0,29724.0
2021-01-17,53976,54285,62985.0,242.0,10677.0,31379.0,16637.0,8612.0,7207.0,29969.0
2021-01-18,54605,54569,63316.0,246.0,10790.0,31927.0,17014.0,8745.0,7265.0,30188.0
2021-01-19,54918,54879,63650.0,243.0,10860.0,32237.0,17236.0,8810.0,7304.0,30369.0
2021-01-20,55305,55247,64053.0,245.0,10913.0,32480.0,17389.0,8871.0,7350.0,30630.0
2021-01-21,55595,55575,64414.0,247.0,10954.0,32591.0,17571.0,8917.0,7413.0,30862.0
2021-01-22,55846,55995,64830.0,256.0,11006.0,32874.0,17809.0,8975.0,7471.0,31140.0
2021-01-23,56139,56372,65178.0,258.0,11093.0,33048.0,18151.0,9021.0,7552.0,31411.0
2021-01-24,56475,56773,65628.0,262.0,11149.0,33260.0,18381.0,9050.0,7610.0,31614.0
2021-01-25,57164,57173,65933.0,274.0,11269.0,33739.0,18848.0,9121.0,7668.0,31778.0
2021-01-26,57559,57370,66231.0,276.0,11341.0,34036.0,19161.0,9190.0,7720.0,31923.0
2021-01-27,58092,57729,66562.0,285.0,11414.0,34314.0,19508.0,9236.0,7787.0,32107.0
2021-01-28,58501,58055,66915.0,288.0,11487.0,34545.0,19821.0,9299.0,7834.0,32376.0
2021-01-29,58835,58352,67290.0,288.0,11555.0,34751.0,20077.0,9342.0,7910.0,32549.0
2021-01-30,59281,58754,67611.0,291.0,11648.0,35092.0,20277.0,9407.0,7966.0,32751.0
2021-01-31,59481,59009,67911.0,291.0,11691.0,35245.0,20384.0,9435.0,8023.0,32920.0
2021-02-01,59717,59199,68130.0,290.0,11769.0,35412.0,20484.0,9482.0,8061.0,33058.0
2021-02-02,59960,59336,68323.0,296.0,11806.0,35573.0,20618.0,9528.0,8088.0,33125.0
2021-02-03,60265,59483,68518.0,296.0,11867.0,35693.0,20791.0,9544.0,8128.0,33208.0
2021-02-04,60495,59826,68800.0,301.0,11928.0,35862.0,21015.0,9574.0,8186.0,33376.0
2021-02-05,60902,60084,69087.0,306.0,12034.0,36126.0,21261.0,9630.0,8234.0,33571.0
2021-02-06,61425,60279,69371.0,311.0,12150.0,36413.0,21492.0,9702.0,8284.0,33687.0
2021-02-07,61654,60523,69628.0,315.0,12221.0,36581.0,21552.0,9732.0,8330.0,33826.0
2021-02-08,61743,60677,69807.0,315.0,12262.0,36668.0,21564.0,9744.0,8359.0,33925.0
2021-02-09,61967,60879,70048.0,317.0,12306.0,36916.0,21723.0,9778.0,8390.0,33994.0
2021-02-10,62445,61045,70272.0,318.0,12364.0,37184.0,21808.0,9798.0,8429.0,34110.0
2021-02-11,62854,61204,70493.0,321.0,12440.0,37422.0,21897.0,9846.0,8466.0,34230.0
2021-02-12,63148,61374,70674.0,322.0,12504.0,37556.0,22007.0,9903.0,8498.0,34362.0
2021-02-13,63545,61562,70846.0,325.0,12550.0,37753.0,22102.0,9946.0,8528.0,34462.0
2021-02-14,63800,61687,71008.0,327.0,12589.0,37886.0,22186.0,9985.0,8555.0,34540.0
2021-02-15,63965,61788,71146.0,327.0,12611.0,37969.0,22246.0,10006.0,8580.0,34616.0
2021-02-16,64154,61880,71244.0,330.0,12653.0,38070.0,22310.0,10037.0,8599.0,34659.0
2021-02-17,64355,61987,71430.0,331.0,12684.0,38197.0,22351.0,10056.0,8628.0,34735.0
2021-02-18,64568,62130,71615.0,333.0,12726.0,38318.0,22405.0,10092.0,8658.0,34874.0
2021-02-19,64750,62279,71846.0,334.0,12768.0,38420.0,22486.0,10113.0,8688.0,34978.0
2021-02-20,64921,62381,72022.0,339.0,12805.0,38518.0,22557.0,10134.0,8716.0,35054.0
2021-02-21,65204,62481,72151.0,342.0,12870.0,38678.0,22654.0,10171.0,8735.0,35108.0
2021-02-22,65317,62568,72279.0,341.0,12894.0,38744.0,22704.0,10186.0,8753.0,35180.0
2021-02-23,65469,62671,72445.0,343.0,12922.0,38832.0,22762.0,10210.0,8773.0,35232.0
2021-02-24,65718,62812,72638.0,342.0,12974.0,38920.0,22816.0,10229.0,8803.0,35311.0
2021-02-25,65970,62941,72817.0,342.0,13020.0,39029.0,22873.0,10259.0,8832.0,35424.0
2021-02-26,66198,63084,73019.0,346.0,13060.0,39150.0,22939.0,10285.0,8866.0,35524.0
2021-02-27,66354,63211,73178.0,351.0,13112.0,39211.0,22997.0,10299.0,8887.0,35618.0
2021-02-28,66573,63321,73349.0,352.0,13151.0,39333.0,23076.0,10328.0,8901.0,35726.0
2021-03-01,66703,63440,73442.0,353.0,13182.0,39398.0,23126.0,10342.0,8923.0,35786.0
2021-03-02,66825,63544,73538.0,353.0,13215.0,39472.0,23183.0,10352.0,8931.0,35841.0
2021-03-03,67003,63640,73714.0,352.0,13255.0,39570.0,23221.0,10384.0,8965.0,35977.0
2021-03-04,67192,63747,73863.0,355.0,13294.0,39667.0,23272.0,10389.0,8996.0,36098.0
2021-03-05,67399,63841,74023.0,354.0,13342.0,39767.0,23352.0,10404.0,9035.0,36163.0
2021-03-06,67533,63943,74194.0,358.0,13391.0,39868.0,23418.0,10429.0,9059.0,36255.0
2021-03-07,67693,64032,74356.0,359.0,13433.0,39936.0,23472.0,10445.0,9076.0,36345.0
2021-03-08,67820,64126,74481.0,361.0,13456.0,39983.0,23533.0,10456.0,9106.0,36399.0
2021-03-09,67945,64211,74600.0,360.0,13481.0,40055.0,23589.0,10468.0,9118.0,36454.0
2021-03-10,68069,64318,74733.0,362.0,13501.0,40115.0,23641.0,10490.0,9134.0,36557.0
2021-03-11,68208,64444,74880.0,361.0,13526.0,40172.0,23708.0,10504.0,9160.0,36669.0
2021-03-12,68346,64559,75020.0,364.0,13559.0,40264.0,23782.0,10529.0,9201.0,36784.0
2021-03-13,68491,64692,75209.0,366.0,13603.0,40338.0,23848.0,10548.0,9227.0,36884.0
2021-03-14,68641,64818,75354.0,366.0,13638.0,40412.0,23928.0,10570.0,9255.0,36979.0
2021-03-15,68755,64902,75456.0,367.0,13655.0,40483.0,23986.0,10592.0,9277.0,37026.0
2021-03-16,68891,64979,75570.0,370.0,13683.0,40547.0,24060.0,10617.0,9298.0,37088.0
2021-03-17,69041,65098,75748.0,370.0,13729.0,40625.0,24197.0,10643.0,9336.0,37179.0
2021-03-18,69316,65203,75876.0,372.0,13770.0,40795.0,24345.0,10671.0,9359.0,37309.0
2021-03-19,69514,65335,76051.0,371.0,13811.0,40885.0,24434.0,10699.0,9393.0,37464.0
2021-03-20,69708,65454,76225.0,371.0,13856.0,40969.0,24491.0,10740.0,9430.0,37643.0
2021-03-21,69859,65551,76399.0,373.0,13882.0,41016.0,24552.0,10758.0,9453.0,37736.0
2021-03-22,69978,65642,76510.0,373.0,13897.0,41062.0,24603.0,10771.0,9467.0,37813.0
2021-03-23,70096,65732,76616.0,378.0,13915.0,41153.0,24659.0,10784.0,9486.0,37893.0
2021-03-24,70233,65871,76779.0,380.0,13952.0,41228.0,24706.0,10805.0,9533.0,38025.0
2021-03-25,70426,66032,76979.0,382.0,13997.0,41324.0,24794.0,10825.0,9558.0,38200.0
2021-03-26,70678,66159,77182.0,384.0,14042.0,41508.0,24924.0,10850.0,9598.0,38322.0
2021-03-27,70898,66296,77399.0,386.0,14081.0,41618.0,25011.0,10875.0,9622.0,38460.0
2021-03-28,71049,66438,77602.0,388.0,14126.0,41710.0,25089.0,10894.0,9650.0,38586.0
2021-03-29,71199,66537,77730.0,391.0,14156.0,41780.0,25136.0,10912.0,9678.0,38685.0
2021-03-30,71314,66635,77849.0,389.0,14188.0,41873.0,25221.0,10924.0,9697.0,38790.0
2021-03-31,71411,66750,78040.0,386.0,14227.0,41934.0,25251.0,10940.0,9726.0,38908.0
2021-04-01,71661,66877,78271.0,388.0,14273.0,42096.0,25391.0,10965.0,9766.0,39076.0
2021-04-02,71805,66997,78471.0,392.0,14319.0,42187.0,25452.0,10996.0,9805.0,39231.0
2021-04-03,71971,67107,78662.0,395.0,14364.0,42304.0,25517.0,11020.0,9828.0,39359.0
2021-04-04,72127,67258,78869.0,395.0,14412.0,42394.0,25572.0,11046.0,9874.0,39497.0
2021-04-05,72250,67349,78977.0,398.0,14436.0,42473.0,25623.0,11077.0,9897.0,39592.0
2021-04-06,72390,67421,79116.0,402.0,14464.0,42552.0,25693.0,11100.0,9908.0,39672.0
2021-04-07,72551,67551,79315.0,404.0,14490.0,42655.0,25794.0,11136.0,9939.0,39787.0
2021-04-08,72781,67659,79482.0,403.0,14536.0,42828.0,25897.0,11172.0,9967.0,39916.0
2021-04-09,72948,67819,79735.0,404.0,14593.0,42913.0,26012.0,11216.0,10012.0,40126.0
2021-04-10,73156,67957,79930.0,404.0,14631.0,43035.0,26116.0,11253.0,10044.0,40285.0
2021-04-11,73326,68088,80138.0,404.0,14646.0,43117.0,26169.0,11277.0,10081.0,40441.0
2021-04-12,73520,68190,80257.0,404.0,14679.0,43241.0,26243.0,11325.0,10096.0,40503.0
2021-04-13,73751,68306,80399.0,406.0,14697.0,43368.0,26379.0,11348.0,10127.0,40601.0
2021-04-14,73841,68423,80627.0,409.0,14718.0,43437.0,26430.0,11375.0,10152.0,40754.0
2021-04-15,74009,68533,80846.0,409.0,14742.0,43521.0,26488.0,11387.0,10186.0,40919.0
2021-04-16,74175,68669,81064.0,411.0,14774.0,43614.0,26569.0,11402.0,10216.0,41059.0
2021-04-17,74321,68764,81219.0,411.0,14807.0,43729.0,26645.0,11442.0,10243.0,41235.0
2021-04-18,74499,68888,81371.0,412.0,14835.0,43825.0,26694.0,11461.0,10271.0,41326.0
2021-04-19,74610,68911,81411.0,415.0,14846.0,43890.0,26736.0,11481.0,10286.0,41400.0
2021-04-20,74708,68991,81552.0,415.0,14861.0,43957.0,26795.0,11491.0,10298.0,41477.0
2021-04-21,74840,69095,81730.0,416.0,14884.0,44031.0,26849.0,11519.0,10330.0,41624.0
2021-04-22,74988,69193,81893.0,418.0,14903.0,44092.0,26928.0,11522.0,10361.0,41757.0
2021-04-23,75166,69284,82058.0,417.0,14944.0,44173.0,26997.0,11540.0,10379.0,41866.0
2021-04-24,75244,69380,82219.0,417.0,14969.0,44248.0,27043.0,11564.0,10409.0,42028.0
2021-04-25,75344,69466,82345.0,418.0,14982.0,44300.0,27077.0,11570.0,10425.0,42117.0
2021-04-26,75417,69522,82434.0,419.0,15007.0,44348.0,27104.0,11585.0,10437.0,42164.0
2021-04-27,75478,69574,82545.0,423.0,15020.0,44414.0,27159.0,11595.0,10457.0,42233.0
2021-04-28,75581,69670,82693.0,423.0,15045.0,44491.0,27202.0,11612.0,10475.0,42339.0
2021-04-29,75680,69781,82840.0,423.0,15057.0,44541.0,27259.0,11624.0,10500.0,42435.0
2021-04-30,75783,69851,82996.0,422.0,15089.0,44573.0,27309.0,11645.0,10526.0,42526.0
2021-05-01,75862,69919,83133.0,423.0,15111.0,44613.0,27358.0,11657.0,10548.0,42612.0
2021-05-02,75942,69968,83249.0,423.0,15121.0,44663.0,27391.0,11671.0,10569.0,42675.0
2021-05-03,75994,70010,83341.0,424.0,15130.0,44701.0,27411.0,11683.0,10580.0,42723.0
2021-05-04,76044,70052,83442.0,424.0,15135.0,44745.0,27442.0,11693.0,10595.0,42770.0
2021-05-05,76144,70121,83536.0,425.0,15156.0,44806.0,27483.0,11700.0,10611.0,42848.0
2021-05-06,76191,70135,83630.0,426.0,15171.0,44843.0,27539.0,11713.0,10628.0,42900.0
2021-05-07,76317,70200,83746.0,427.0,15198.0,44949.0,27589.0,11726.0,10644.0,42970.0
2021-05-08,76378,70247,83849.0,426.0,15214.0,44991.0,27614.0,11735.0,10658.0,43075.0
2021-05-09,76416,70279,83904.0,429.0,15226.0,45034.0,27635.0,11752.0,10663.0,43132.0
2021-05-10,76438,70303,83944.0,429.0,15231.0,45046.0,27655.0,11754.0,10671.0,43162.0
2021-05-11,76460,70344,84019.0,430.0,15239.0,45064.0,27686.0,11759.0,10679.0,43211.0
2021-05-12,76512,70399,84101.0,430.0,15242.0,45094.0,27716.0,11771.0,10687.0,43262.0
2021-05-13,76560,70440,84181.0,430.0,15246.0,45098.0,27729.0,11780.0,10700.0,43315.0
2021-05-14,76586,70488,84289.0,431.0,15252.0,45070.0,27740.0,11786.0,10715.0,43373.0
2021-05-15,76640,70512,84386.0,431.0,15258.0,45117.0,27772.0,11796.0,10722.0,43414.0
2021-05-16,76663,70545,84454.0,431.0,15266.0,45133.0,27783.0,11798.0,10731.0,43447.0
2021-05-17,76678,70576,84493.0,432.0,15272.0,45146.0,27799.0,11799.0,10735.0,43464.0
2021-05-18,76688,70602,84529.0,433.0,15272.0,45162.0,27811.0,11799.0,10741.0,43481.0
2021-05-19,76717,70631,84593.0,434.0,15279.0,45197.0,27817.0,11799.0,10748.0,43520.0
2021-05-20,76759,70661,84640.0,434.0,15284.0,45229.0,27833.0,11817.0,10750.0,43559.0
2021-05-21,76795,70691,84721.0,434.0,15285.0,45250.0,27846.0,11818.0,10759.0,43604.0
2021-05-22,76827,70723,84778.0,434.0,15289.0,45285.0,27860.0,11822.0,10769.0,43631.0
2021-05-23,76849,70744,84822.0,434.0,15289.0,45311.0,27862.0,11825.0,10782.0,43644.0
2021-05-24,76843,70758,84845.0,433.0,15287.0,45313.0,27864.0,11827.0,10804.0,43658.0
2021-05-25,76862,70774,84870.0,433.0,15287.0,45331.0,27873.0,11832.0,10812.0,43678.0
2021-05-26,76877,70789,84908.0,433.0,15284.0,45361.0,27889.0,11831.0,10822.0,43699.0
2021-05-27,76955,70819,84948.0,433.0,15282.0,45365.0,27902.0,11834.0,10833.0,43715.0
2021-05-28,76969,70839,84994.0,433.0,15288.0,45392.0,27916.0,11835.0,10847.0,43745.0
2021-05-29,76973,70856,85028.0,433.0,15290.0,45413.0,27923.0,11839.0,10856.0,43765.0
2021-05-30,76995,70953,85071.0,433.0,15293.0,45420.0,27922.0,11838.0,10858.0,43784.0
2021-05-31,77002,70971,85094.0,433.0,15291.0,45420.0,27922.0,11838.0,10863.0,43793.0
2021-06-01,77004,70980,85117.0,431.0,15292.0,45422.0,27923.0,11838.0,10867.0,43802.0
2021-06-02,77010,70985,85127.0,431.0,15291.0,45438.0,27940.0,11837.0,10872.0,43809.0
2021-06-03,77011,70994,85149.0,431.0,15294.0,45446.0,27954.0,11838.0,10883.0,43822.0
2021-06-04,77018,71009,85171.0,431.0,15293.0,45452.0,27956.0,11842.0,10889.0,43829.0
2021-06-05,77026,71022,85194.0,431.0,15293.0,45468.0,27966.0,11845.0,10891.0,43840.0
2021-06-06,77029,71029,85223.0,431.0,15293.0,45479.0,27969.0,11846.0,10893.0,43847.0
2021-06-07,77037,71036,85242.0,430.0,15296.0,45493.0,27975.0,11846.0,10894.0,43856.0
2021-06-08,77028,71046,85257.0,430.0,15295.0,45510.0,27986.0,11846.0,10900.0,43863.0
2021-06-09,77021,71061,85278.0,430.0,15290.0,45530.0,27991.0,11848.0,10901.0,43877.0
2021-06-10,77027,71075,85304.0,430.0,15288.0,45549.0,28007.0,11847.0,10908.0,43882.0
2021-06-11,77026,71085,85335.0,429.0,15287.0,45566.0,28008.0,11846.0,10918.0,43892.0
2021-06-12,77026,71096,85362.0,429.0,15288.0,45574.0,28014.0,11854.0,10927.0,43900.0
2021-06-13,77023,71104,85374.0,429.0,15292.0,45585.0,28015.0,11854.0,10931.0,43903.0
2021-06-14,77017,71111,85386.0,429.0,15293.0,45590.0,28015.0,11854.0,10935.0,43906.0
2021-06-15,77011,71116,85402.0,429.0,15296.0,45607.0,28019.0,11851.0,10938.0,43913.0
2021-06-16,77022,71122,85415.0,429.0,15297.0,45628.0,28031.0,11856.0,10940.0,43918.0
2021-06-17,77022,71132,85427.0,430.0,15298.0,45643.0,28033.0,11858.0,10942.0,43925.0
2021-06-18,77025,71140,85443.0,430.0,15296.0,45657.0,28037.0,11860.0,10948.0,43932.0
2021-06-19,77026,71148,85451.0,430.0,15297.0,45676.0,28037.0,11862.0,10953.0,43939.0
2021-06-20,77025,71156,85454.0,430.0,15301.0,45684.0,28036.0,11861.0,10955.0,43942.0
2021-06-21,77038,71161,85460.0,430.0,15301.0,45695.0,28045.0,11862.0,10955.0,43945.0
2021-06-22,77045,71164,85470.0,430.0,15303.0,45707.0,28051.0,11863.0,10957.0,43949.0
2021-06-23,77057,71170,85477.0,429.0,15299.0,45728.0,28065.0,11864.0,10959.0,43955.0
2021-06-24,77063,71172,85486.0,429.0,15296.0,45733.0,28084.0,11872.0,10960.0,43965.0
2021-06-25,77072,71185,85501.0,430.0,15302.0,45743.0,28085.0,11874.0,10961.0,43971.0
2021-06-26,77091,71192,85517.0,430.0,15301.0,45755.0,28091.0,11879.0,10961.0,43973.0
2021-06-27,77098,71204,85535.0,431.0,15303.0,45774.0,28093.0,11880.0,10964.0,43978.0
2021-06-28,77102,71213,85544.0,430.0,15305.0,45776.0,28097.0,11879.0,10964.0,43981.0
2021-06-29,77107,71222,85549.0,430.0,15298.0,45777.0,28102.0,11880.0,10965.0,43982.0
2021-06-30,77136,71231,85558.0,430.0,15301.0,45792.0,28097.0,11882.0,10968.0,43989.0
2021-07-01,77162,71241,85577.0,430.0,15304.0,45803.0,28099.0,11887.0,10970.0,43993.0
2021-07-02,77171,71260,85596.0,430.0,15309.0,45810.0,28095.0,11891.0,10972.0,44001.0
2021-07-03,77173,71276,85617.0,430.0,15313.0,45813.0,28094.0,11890.0,10975.0,44008.0
2021-07-04,77187,71284,85632.0,430.0,15316.0,45821.0,28095.0,11893.0,10977.0,44009.0
2021-07-05,77196,71294,85640.0,430.0,15318.0,45828.0,28102.0,11894.0,10978.0,44013.0
2021-07-06,77200,71302,85648.0,430.0,15319.0,45835.0,28105.0,11895.0,10980.0,44020.0
2021-07-07,77210,71308,85657.0,430.0,15321.0,45847.0,28110.0,11900.0,10982.0,44024.0
2021-07-08,77235,71319,85675.0,430.0,15325.0,45863.0,28114.0,11903.0,10983.0,44037.0
2021-07-09,77256,71347,85700.0,429.0,15329.0,45875.0,28121.0,11916.0,10986.0,44047.0
2021-07-10,77285,71362,85727.0,429.0,15341.0,45901.0,28128.0,11914.0,10990.0,44060.0
2021-07-11,77297,71372,85741.0,429.0,15347.0,45910.0,28134.0,11916.0,10991.0,44071.0
2021-07-12,77313,71385,85758.0,429.0,15350.0,45922.0,28141.0,11921.0,10994.0,44080.0
2021-07-13,77346,71405,85800.0,430.0,15361.0,45935.0,28151.0,11927.0,11000.0,44089.0
2021-07-14,77371,71420,85821.0,430.0,15363.0,45946.0,28168.0,11933.0,11006.0,44097.0
2021-07-15,77419,71447,85876.0,430.0,15366.0,45968.0,28188.0,11934.0,11007.0,44122.0
2021-07-16,77465,71483,85915.0,430.0,15372.0,45993.0,28207.0,11943.0,11017.0,44140.0
2021-07-17,77465,71513,85961.0,430.0,15372.0,45993.0,28207.0,11943.0,11022.0,44173.0
2021-07-18,77465,71544,86003.0,430.0,15372.0,45993.0,28207.0,11943.0,11026.0,44184.0
2021-07-19,77569,71570,86026.0,430.0,15389.0,46048.0,28233.0,11963.0,11036.0,44192.0
2021-07-20,77612,71589,86054.0,430.0,15404.0,46069.0,28292.0,11972.0,11042.0,44204.0
2021-07-21,77680,71630,86113.0,430.0,15410.0,46120.0,28315.0,11978.0,11047.0,44225.0
2021-07-22,77754,71687,86165.0,430.0,15422.0,46152.0,28337.0,11991.0,11061.0,44260.0
2021-07-23,77838,71742,86215.0,430.0,15435.0,46184.0,28376.0,12016.0,11068.0,44299.0
2021-07-24,77838,71793,86276.0,430.0,15435.0,46184.0,28376.0,12016.0,11079.0,44333.0
2021-07-25,77838,71839,86326.0,430.0,15435.0,46184.0,28376.0,12016.0,11090.0,44358.0
2021-07-26,78026,71893,86383.0,430.0,15482.0,46263.0,28441.0,12049.0,11102.0,44388.0
2021-07-27,78078,71924,86444.0,430.0,15504.0,46299.0,28478.0,12065.0,11112.0,44416.0
2021-07-28,78159,71981,86527.0,430.0,15522.0,46359.0,28530.0,12090.0,11122.0,44466.0
2021-07-29,78246,72042,86613.0,430.0,15542.0,46397.0,28554.0,12102.0,11148.0,44545.0
2021-07-30,78317,72139,86697.0,431.0,15579.0,46448.0,28600.0,12119.0,11163.0,44590.0
2021-07-31,78317,72237,86806.0,431.0,15579.0,46448.0,28600.0,12119.0,11192.0,44641.0
2021-08-01,78317,72327,86912.0,431.0,15579.0,46448.0,28600.0,12119.0,11213.0,44697.0
2021-08-02,78633,72393,87012.0,431.0,15654.0,46625.0,28728.0,12165.0,11233.0,44736.0
2021-08-03,78728,72434,87092.0,431.0,15674.0,46688.0,28757.0,12186.0,11246.0,44775.0
2021-08-04,78841,72532,87237.0,431.0,15700.0,46774.0,28814.0,12202.0,11275.0,44851.0
2021-08-05,78955,72647,87354.0,432.0,15727.0,46848.0,28859.0,12227.0,11293.0,44947.0
2021-08-06,79102,72765,87533.0,434.0,15769.0,46923.0,28909.0,12240.0,11341.0,45023.0
2021-08-07,79102,72876,87722.0,434.0,15769.0,46923.0,28909.0,12240.0,11388.0,45106.0
2021-08-08,79102,73022,87893.0,434.0,15769.0,46923.0,28909.0,12240.0,11434.0,45173.0
2021-08-09,79448,73109,88019.0,436.0,15873.0,47121.0,29048.0,12298.0,11451.0,45218.0
2021-08-10,79581,73229,88143.0,438.0,15896.0,47201.0,29109.0,12312.0,11481.0,45274.0
2021-08-11,79717,73359,88309.0,438.0,15932.0,47281.0,29179.0,12336.0,11512.0,45357.0
2021-08-12,79901,73503,88499.0,441.0,15973.0,47383.0,29247.0,12369.0,11565.0,45451.0
2021-08-13,80012,73586,88661.0,441.0,16006.0,47471.0,29316.0,12390.0,11623.0,45538.0
2021-08-14,80012,73696,88858.0,441.0,16006.0,47471.0,29316.0,12390.0,11649.0,45610.0
2021-08-15,80012,73812,89033.0,441.0,16006.0,47471.0,29316.0,12390.0,11682.0,45686.0
2021-08-16,80403,73893,89173.0,442.0,16099.0,47662.0,29414.0,12450.0,11722.0,45730.0
2021-08-17,80571,74011,89317.0,445.0,16136.0,47758.0,29459.0,12480.0,11769.0,45792.0
2021-08-18,80720,74121,89509.0,446.0,16164.0,47867.0,29529.0,12490.0,11808.0,45903.0
2021-08-19,80909,74260,89684.0,446.0,16203.0,47954.0,29581.0,12526.0,11847.0,45989.0
2021-08-20,81115,74428,89880.0,446.0,16236.0,48067.0,29644.0,12558.0,11903.0,46089.0
2021-08-21,81115,74604,90048.0,446.0,16236.0,48067.0,29644.0,12558.0,11948.0,46183.0
2021-08-22,81115,74713,90191.0,446.0,16236.0,48067.0,29644.0,12558.0,11977.0,46349.0
2021-08-23,81562,74858,90347.0,450.0,16327.0,48265.0,29833.0,12620.0,12025.0,46404.0
2021-08-24,81716,74963,90497.0,450.0,16362.0,48386.0,29902.0,12654.0,12055.0,46485.0
2021-08-25,81964,75104,90726.0,456.0,16415.0,48540.0,29995.0,12684.0,12102.0,46601.0
2021-08-26,82143,75256,90906.0,458.0,16458.0,48645.0,30060.0,12719.0,12159.0,46724.0
2021-08-27,82324,75413,91128.0,459.0,16493.0,48744.0,30125.0,12751.0,12225.0,46843.0
2021-08-28,82324,75603,91345.0,459.0,16493.0,48744.0,30125.0,12751.0,12283.0,46978.0
2021-08-29,82324,75795,91521.0,459.0,16493.0,48744.0,30125.0,12751.0,12334.0,47052.0
2021-08-30,82840,75910,91650.0,465.0,16597.0,49004.0,30311.0,12798.0,12383.0,47132.0
2021-08-31,82955,76069,91811.0,468.0,16619.0,49099.0,30375.0,12817.0,12447.0,47210.0
2021-09-01,83150,76210,92046.0,469.0,16649.0,49236.0,30441.0,12848.0,12516.0,47368.0
2021-09-02,83330,76388,92218.0,472.0,16680.0,49341.0,30485.0,12885.0,12544.0,47518.0
2021-09-03,83526,76537,92421.0,476.0,16736.0,49476.0,30641.0,12918.0,12611.0,47637.0
2021-09-04,83526,76662,92612.0,476.0,16736.0,49476.0,30641.0,12918.0,12666.0,47781.0
2021-09-05,83526,76756,92755.0,476.0,16736.0,49476.0,30641.0,12918.0,12697.0,47868.0
2021-09-06,83945,76882,92895.0,482.0,16851.0,49703.0,30863.0,12979.0,12731.0,47957.0
2021-09-07,84056,76984,93036.0,488.0,16872.0,49744.0,30903.0,12994.0,12774.0,48020.0
2021-09-08,84278,77077,93160.0,489.0,16949.0,49877.0,31051.0,13025.0,12806.0,48095.0
2021-09-09,84479,77182,93298.0,492.0,16991.0,49992.0,31073.0,13062.0,12826.0,48174.0
2021-09-10,84765,77316,93556.0,493.0,17045.0,50211.0,31101.0,13105.0,12897.0,48304.0
2021-09-11,84765,77457,93736.0,493.0,17045.0,50211.0,31101.0,13105.0,12953.0,48452.0
2021-09-12,84765,77573,93908.0,493.0,17045.0,50211.0,31101.0,13105.0,12999.0,48563.0
2021-09-13,85236,77747,94058.0,495.0,17175.0,50505.0,31342.0,13209.0,13044.0,48666.0
2021-09-14,85432,77921,94222.0,496.0,17207.0,50605.0,31407.0,13247.0,13084.0,48748.0
2021-09-15,85647,78018,94422.0,500.0,17249.0,50743.0,31478.0,13280.0,13125.0,48859.0
2021-09-16,85911,78181,94578.0,504.0,17294.0,50919.0,31553.0,13305.0,13194.0,48981.0
2021-09-17,86081,78339,94749.0,502.0,17339.0,51044.0,31654.0,13336.0,13243.0,49102.0
2021-09-18,86081,78479,94913.0,502.0,17339.0,51044.0,31654.0,13336.0,13284.0,49222.0
2021-09-19,86081,78581,95044.0,502.0,17339.0,51044.0,31654.0,13336.0,13327.0,49328.0
2021-09-20,86498,78686,95187.0,502.0,17435.0,51321.0,31910.0,13399.0,13368.0,49409.0
